Words,Frequency
shawalr,1
shawl,2
shawwal,2
shaya,16
shayad,56
shayan,2
shayar,3
shayarana,1
shayari,9
shayateen,1
shayd,4
shayed,3
shayeed,1
shayid,1
shayr,1
shayri,3
shaytaano,1
shaytani,5
shazia,4
shazib,1
shazish,1
shazonadir,1
shb,15
shc,1
she,27
shearon,1
shedding,2
sheeda,1
sheeeer,1
sheekra,1
sheentagh,1
sheer,31
sheeren,2
sheeri,2
sheerkien,1
sheerry,1
shees,1
sheesha,4
sheeshe,2
sheet,3
sheetal,1
sheetan,1
sheetani,1
sheets,2
sheeza,1
sheh,2
shehar,40
shehari,1
sheharon,6
sheharyaran,1
shehbaz,2
shehd,1
sheher,7
shehnaz,1
shehr,1
shehra,1
shehri,16
shehrion,3
shehrioon,1
shehripakistan,1
shehriyo,1
shehro,1
shehron,8
shehroz,1
shehry,1
shehryun,1
shehshah,1
shehwat,1
shehzad,3
shehzada,1
shehzade,1
shehzadi,3
sheikh,41
sheikhan,1
sheikhupura,1
sheir,2
shejrea,1
shekast,1
shekhi,2
shekhst,1
sher,29
sherah,1
sherani,2
sherat,1
sheraza,1
shereen,1
sheri,5
sheriff,2
sheriyon,2
shero,1
sherrani,1
sherru,1
sherry,18
shershah,2
sherwani,3
shery,3
shesha,3
shetaan,1
shetan,6
sheva,1
shewa,3
shey,1
sheyr,5
sheyrtanu,1
shez,1
shfaf,2
shhhh,1
shhhshshshshshs,1
shi,8
shia,5
shiad,1
shiaon,1
shias,1
shiayri,1
shibli,4
shidad,3
shidat,2
shiddat,9
shield,1
shifa,4
shifai,1
shift,6
shihar,1
shiii,1
shikaar,15
shikan,4
shikar,25
shikari,2
shikasht,6
shikast,40
shikayaat,2
shikayat,18
shikayatein,1
shikayaten,1
shikesht,1
shikni,2
shikra,19
shikrabjaysa,1
shikray,1
shikre,1
shikst,5
shikt,1
shikwah,1
shikway,1
shikwey,1
shild,1
shimla,1
shinakth,1
shinas,1
shinasaai,1
shine,1
shinging,1
shining,2
shiny,1
ship,12
shipment,1
shiq,1
shir,1
shira,1
shiraakat,1
shirak,1
shirakat,1
shirakatdari,1
shire,1
shiree,1
shireen,1
shirk,5
shirkat,33
shirket,4
shirko,1
shirq,1
shirt,25
shirts,25
shishat,1
shit,2
shittt,1
shiv,2
shkar,1
shkhas,1
shkhs,2
shkhsiyat,1
shkir,1
shkira,2
shkl,3
shkll,1
shkriya,1
shks,1
shksiyat,1
shkta,1
shld,1
shlwar,2
shmoliyat,1
sho,4
shoaar,1
shoaari,1
shoaba,1
shoaib,5
shoail,1
shoap,1
shoar,4
shoara,1
shoba,4
shobaa,1
shobah,1
shobay,1
shobe,3
shobey,8
shobon,3
shochi,1
shocial,1
shocked,1
shoda,1
shodhun,1
shodi,1
shoe,1
shoes,10
shohar,11
shohda,1
shohdaa,1
shoher,5
shohra,1
shohrat,42
shokat,1
shokh,3
shokhi,3
shokhii,2
shokhiyan,1
shokiya,1
shokryea,1
shola,1
shona,1
shonday,1
shono,1
shook,1
shoomar,1
shoooo,1
shoooooo,1
shoora,1
shooru,4
shoorwa,1
shoot,8
shooter,1
shooting,1
shoots,1
shop,33
shoping,1
shopng,1
shopping,9
shopping.kr,1
shops,3
shoq,14
shoqeen,5
shoqiya,1
shor,9
shora,4
shorat,5
shore,7
shoreline,1
shorish,1
shorka,1
shoro,7
short,14
shorts,3
shoru,2
shosha,2
shot,4
shots,3
shou,1
shoubon,1
shouhrat,1
shouk,1
shoukat,2
shoukeen,1
shouker,1
should,21
shoulder,1
shouq,4
shoutout,1
show,112
showbiz,11
showcase,1
showed,1
shower,1
shown,1
showpiece,2
shows,30
showz,1
shq,1
shr,1
shraap,1
shrafat,1
shram,6
shrap,1
shrarat,1
shreeef,1
shreef,11
shreu,1
shrf,1
shrif,4
shrink,1
shrkiyan,1
shrm,2
shro,2
shrpsnd,1
shrt,3
shrts,1
shru,6
shrugs,2
shu,1
shuaar,1
shuakr,1
shub,1
shuba,20
shubahat,1
shube,6
shubh,1
shubha,1
shubhanallah,2
shubhat,3
shuda,14
shudah,5
shugal,3
shughal,2
shughar,1
shugl,1
shugli,1
shuhada,1
shuhra,1
shuhrat,8
shujaat,4
shujahabad,1
shujat,3
shuk,1
shuka,1
shukar,28
shukari,2
shukariya,2
shukarullah,1
shukarya,2
shukat,3
shuker,2
shukeriya,3
shukk,2
shukook,3
shukr,14
shukran,1
shukrany,1
shukray,1
shukrea,2
shukrguzar,1
shukria,34
shukriaa,1
shukriaaaa,1
shukriiyaa,1
shukriya,53
shukriyaa,4
shukriyaaa,1
shukriyah,1
shukrr,2
shukrri,1
shukrya,6
shukryaa,2
shumaar,2
shumaila,1
shumal,2
shumali,6
shumar,36
shumari,2
shuq,1
shura,5
shuraka,1
shurat,11
shurawat,1
shurh,1
shurka,2
shurkaa,1
shurkain,1
shuro,24
shuroo,4
shuru,128
shuruat,1
shuruh,2
shuruwaat,5
shuruwat,3
shut,1
shutup,2
shwa,1
shyad,1
shyd,3
shyed,1
shykh,1
si,62
sia.hmary,1
sial,1
sialkot,10
sialkoti,1
siam,1
siasat,24
siasatdan,3
siasatdano,1
siaset,1
siasi,13
siasiat,1
siast,1
sibbi,1
siddiq,1
siddiqui,17
siddiquitum,1
side,26
sided,1
sidharth,1
sidhe,1
sidiqi,1
sidiqui,1
sidq,1
sidr,1
sied,1
sif,1
sifaarish,1
sifad,1
sifakana,1
sifaratkari,1
sifarish,17
sifarishat,2
sifarshaat,1
sifarshi,1
sifat,1
sign,9
signal,1
signals,2
signature,1
signe,1
signed,1
sihat,1
sijda,3
sikandar,1
sikander,6
sikender,1
sikh,2
sikha,6
sikhaata,1
sikhaaya,1
sikhae,1
sikhaega,1
sikhaey,1
sikhai,2
sikhanjy,1
sikhaogi,1
sikhaon,1
sikhate,1
sikhatein,1
sikhaty,1
sikhaya,3
sikhaye,1
sikheny,1
sikhne,1
sikho,1
sikhon,1
sikhti,1
sikin,1
sikka,1
sila,2
silaa,1
silai,3
silay,1
sile,1
silees,1
silence,2
siley,1
silicone,1
silsala,3
silsaly,2
silseley,2
silsila,34
silsilah,1
silsilay,6
silsile,27
silsly,1
silva,1
silver,5
silwatein,1
sim,7
simi,6
simon,1
simpal,1
simple,5
simron,1
simt,2
sina,1
since,2
sincere,2
sincerely,1
sind,1
sindbad,1
sindh,115
sindhi,21
sine,1
sing,1
singapore,1
singe,1
singer,16
singers,1
singh,10
singing,24
single,13
singoline,1
sings,1
sini,1
sino,1
sipah,1
sipahi,1
siphiyon,1
siqaafat,1
siqam,1
sir,207
sir.don,1
siraaj,1
siraf,2
siraiki,3
siraj,1
sirakiki,1
siran,2
sirbulandi,1
sire,2
sires,2
sirf,290
sirff,1
siri,1
sirif,1
sirkia,1
siroo,1
sirrriiaaaa,1
sirsabz,1
sis,13
siski,1
sissy,1
sistar,1
sister,10
sister.b,1
sisters,2
sitaaron,1
sitah,1
sitam,9
sitara,13
sitare,1
sitaro,1
sitaron,4
site,9
sithat,1
sitm,1
sitmgr,1
sitter,1
sitting,3
situation,7
sivaay,1
siwa,9
siwae,2
siwai,1
siwaye,7
six,8
sixers,1
sixes,2
siyachin,1
siyah,8
siyahat,1
siyahati,1
siyal,4
siyasadan,1
siyasat,46
siyasatdaan,5
siyasatdan,1
siyasatdano,2
siyasi,59
siyasiyat,3
siyat,1
siysat,1
size,57
size.bekaar,1
sizes,1
sj,1
sjdo,2
sk,1
skata,1
skaty,1
skay,1
skd,1
skeem,2
sken,1
skht,3
skhta,2
ski,6
skill,2
skills,2
skin,25
skirt,1
skn,2
sko,1
skon,1
skoon,1
skopje,2
skoyr,2
skrich,1
skta,43
sktaa,1
sktaaa,1
sktae,1
sktay,5
skte,12
sktey,1
skti,19
sktien,1
skty,25
skul,1
sky,6
slag,1
slai,1
slam,6
slamaat,1
slamat,12
slamt,5
slap,3
slasal,1
slaughter,2
slave,1
slect,1
sleep,1
sleeping,1
sleepy,1
sleeveless,2
sleeves,3
sleman,1
slgira,1
slik,1
slim,5
slip,1
slippers,1
sljhaya,1
sllam,1
slmt,1
slob,1
slogger,1
slow,10
slug,1
sm,2
smag,1
smajh,1
smajhi,1
smal,1
small,1
smar,1
smart,6
smasher,1
smbhala,1
smell,4
smester,1
smhj,1
smile,5
smith,3
smj,13
smja,1
smjadein,1
smjaey,1
smjaya,1
smjh,27
smjha,4
smjhai,1
smjhana,1
smjhane,1
smjhdaar,1
smjhe,1
smjhi,2
smjhii,1
smjhiye,1
smjhne,1
smjho,1
smjhta,4
smjhtii,1
smjhun,2
smjhyn,1
smjny,1
smjo,1
smjta,1
smjyo,1
smne,1
smny,2
smooch,1
smoot,1
smooth,2
sms,3
smurdge,1
sna,1
snacks,1
snam,1
snatcher,1
snd,3
sndrom,1
sne,1
snga,1
snickers,1
snidh,2
so,113
soap,2
soaps,1
soaz,2
soba,9
sobai,1
sobatain,1
sobay,1
sobedar,1
sobers,2
sobha,3
sobi,1
sobia,2
soboh,2
sobokdoshi,1
sobon,1
soch,59
socha,21
soche,1
sochea,1
sochen,2
sochenge,1
sochin,1
sochiye,1
sochna,3
sochnay,2
sochne,1
sochny,1
socho,8
sochon,1
sochta,3
sochtay,1
sochte,4
sochtey,1
sochti,3
sochty,3
sochy,1
sochyeen,1
social,6
socialism,2
socialist,11
society,8
soco,1
socrate,1
soda,4
soe,1
soft,3
software,2
softwr,1
sog,1
sogh,1
sogwar,3
sogwaron,1
sohab,1
sohaib,1
sohaii,1
sohail,16
sohail.khan,1
sohal,1
sohar,2
sohbat,1
sohna,5
sohnay,1
sohni,4
sohrab,3
sohrabh,2
sohriya,1
soi,2
soja,3
sojaaaaa,1
sojao,1
sojh,2
sola,1
sold,1
soldier,4
sole,1
soleplate,1
solid,2
solidarity,1
solo,3
soloq,1
solution,2
solve,3
solver,1
some,15
somebody,1
somedays,1
somehow,1
someone,3
something,8
sometime,1
somi,2
son,5
sona,12
sonaa,1
sonal,7
sonalsonal,1
sonami,1
sonay,3
sonch,1
sonda,1
sone,4
sonee,1
soney,2
sonf,1
song,44
songs,15
soni,1
sonia,12
sonmiani,1
sono,1
sonp,2
sonpa,1
sonpi,3
sonpne,1
sons,2
sonsonate,1
sonu,2
sony,4
soo,7
sooba,8
soobai,3
soobay,2
soobe,1
soobey,3
sooch,2
soocha,2
sooche,1
soochey,1
soochti,1
sood,6
soofa,1
soofiya,1
soojan,2
sooji,1
sooma,1
soomro,1
soon,13
soona,3
soonaa,2
sooo,2
soooch,1
sooon,1
soooo,1
sooooo,1
soooooo,1
sooooooo,2
sooooooooonice,1
sooooooooooo,1
soor,3
soorah,1
sooraj,3
soorat,11
soortehal,1
soot,1
soozish,3
sopaholicks,1
sopnay,1
soraha,1
soraj,2
sorakh,2
sorat,16
sore,1
sorish,1
soriya,1
soriyaan,1
sorove,1
sorry,18
sort,2
sorton,1
sory,3
sos,1
soshal,3
soshi,1
sot,3
sota,5
sotay,2
sotch,1
sote,1
sotele,1
soti,2
sotor,1
soty,1
sou,3
souch,2
soucha,1
souchty,1
souchy,1
soug,1
soul,2
sound,7
sounds,1
sounphney,1
source,1
sources,2
sout,2
south,16
southern,1
soviet,3
sowari,1
sowit,1
soya,2
soye,1
soyft,1
soz,3
soza,1
sozosaaz,2
sp,2
space,2
spai,1
spain,1
spaker,1
spanner,1
sparing,2
sparrow,1
sparsh,1
spcl,2
spe,1
speaker,9
speakers,1
specaily,1
special,9
specialist,7
specialization,1
specially,8
specialy,1
specified,1
spectators,1
speeches,2
speechless,1
speed,21
speen,1
speilberg,1
spell,1
spelled,1
spelling,4
spellings,1
spend,3
spending,1
spice,1
spielberg,22
spin,3
spiner,1
spiners,1
spinner,3
spiritual,1
split,1
spog,1
spon,1
sponser,1
spoon,4
sport,5
sporting,3
sports,9
spose,1
spot,3
spotters,1
spray,4
spread,1
sprim,1
spring,1
springsteen,1
sprinter,1
spt,1
squ,1
squad,8
square,3
squash,105
squid,1
sr,1
sra,1
srbrahi,1
srdaar,1
sre,1
srf,8
sri,14
sridevi,1
srif,5
srikant,1
srilanka,2
srk,1
srkan,1
sry,1
ss,1
ssg,1
ssgc,1
ssp,1
ssu,5
st,23
sta,3
stab,1
stadium,4
stadiums,8
staff,13
stage,26
stain,3
stal,1
stalk,2
stallion,1
stallone,25
stand,2
standard,5
standards,1
standuppakistanforsyria,1
stanford,1
star,40
starc,1
starch,1
stars,3
start,31
started,1
starting,3
startng,1
state,3
stated,1
statement,6
statements.open,1
station,18
stations,8
stats,1
status,5
stay,2
staying,1
steel,6
stel,1
stemina,1
step,5
steps,2
stereo,1
steroids,1
steve,2
steven,31
steward,1
sth,25
stich,1
stiched,2
stiching,2
sticker,2
stickers,1
stickness,1
sticky,1
still,23
stingy,1
stit,1
stitching,6
stmp,2
stnt,1
stock,4
stodio,1
stomach,1
stones,2
stop,9
stops,1
storage,1
store,4
stores,5
stories,4
story,30
storyba,1
stow,1
straight,1
strange,1
strap,6
straps,2
strategy,1
streak,1
streer,1
street,9
stressful,1
strickly,1
strike,2
strokes,5
strong,5
stronger,2
stroustrup,1
strreet,1
strt,3
strtng,1
struggle,3
struggling,1
stuck,1
stud,1
studded,1
student,9
students,3
studies,4
studio,4
studios,4
study,4
stuf,4
stuff,24
stuffing,4
stump,6
stunning,1
stupid,8
styen,1
styil,1
style,21
stylish,7
stylist,1
su,4
suHbat,1
suar,1
sub,119
sub.aj,2
suba,14
subah,14
subai,11
subey,1
subh,3
subha,18
subhae,1
subhan,27
subhanallah,7
subhanllah,1
subhanullah,1
subhn,1
subho,4
subject,3
subjects,2
subko,2
submit,2
submitte,1
subo,2
subogdosh,1
subon,3
suboot,1
subse,1
subsidy,1
substances,1
substandard,1
subugdosh,1
subuk,2
subukdosh,1
subwoofer,1
subzi,3
succeed,1
success,3
such,39
suchai,2
suche,1
suchi,3
suchiii,1
suchy,1
sudan,3
sudhar,4
sudharnay,1
sudharne,1
sudheer,1
sudi,1
sudni,1
suf,2
sufaida,1
suff,6
sufi,2
sufiad,1
sufyan,1
sugar,3
sugarland,1
suggest,6
suggestion,3
suggestions,2
sughra,1
suhail,2
suhana,3
suhbat,1
suhdae,1
suheri,1
suhkar,1
suhki,1
suhlahiyat,1
suhrat,1
suhrawardy,11
suhrawardyall,1
suhrawardygher,1
suhrawardyne,2
suhrwardy,2
sui,3
suicide,3
suit,16
suitable,1
suits,1
sujja,1
suk,1
sukar,3
sukaria,1
sukh,1
sukhan,2
sukhana,1
sukhar,1
sukhur,3
sukhuru,1
sukkar,1
sukkhur,1
sukkur,2
sukon,1
sukoon,13
sukrap,1
sukrhao,1
sukriya,1
sukty,1
sukun,1
sulag,1
sulagna,2
sulah,2
suleman,3
sulemanki,1
sulkahi,1
sulman,2
sulok,1
sulook,3
sulooki,1
sulooq,3
sultan,10
sultana,3
sultanabad,2
sultanat,1
sum,14
suma,6
sumameen,4
sumary,1
sumbal,1
sumj,3
sumjha,1
summa,4
summary,9
summer,2
summry,1
sums,2
sun,51
suna,30
sunaaa,1
sunaaey,1
sunae,1
sunahre,1
sunai,9
sunain,3
sunan,1
sunana,1
sunanay,1
sunane,3
sunani,1
sunany,1
sunao,2
sunatay,3
sunate,2
sunati,3
sunato,2
sunaty,1
sunay,3
sunaya,1
sunaye,2
sunayi,1
sunbal,1
sunburn,1
sundar,1
sundari,1
sunday,3
sundh,1
sune,4
sunege,1
sunehray,1
sunehre,1
sunehri,1
sunein,1
sung,1
sunhannallah,1
sunheri,1
sunhwa,3
suni,10
suniii,1
sunil,1
suniya,1
suniye,1
sunjay,2
sunk,2
sunke,1
sunlaei,1
sunle,1
sunlia,1
sunliya,1
sunn,6
sunna,4
sunnat,4
sunnay,2
sunne,8
sunney,1
sunny,5
suno,15
sunoo,1
sunooooooooooooo,1
sunta,11
suntay,4
sunte,6
suntein,1
sunti,2
sunty,3
suny,4
sunyo,1
suo,1
supah,1
supahi,4
supahiyon,1
super,34
superb,6
superbbb,1
superintendent,3
superman,3
superstars,3
superstitions,1
supervisor,2
suport,1
supplementary,1
supplements,1
supplier,2
supplies,2
supply,2
support,42
supporter,9
supporters,2
supporting,3
supports,1
suppose,1
supprter,1
supreem,2
suprem,2
supreme,24
supurd,5
supurde,1
sur,2
sura,2
suragh,3
surah,13
surahi,1
surahidar,1
suraj,2
suraj.yahan,1
surakh,1
surang,1
surangein,3
surangon,2
surangoon,1
surat,16
surathal,3
suray,1
sure,14
sureela,1
sureh,2
surelye,1
surface,2
surgeon,1
surgery,5
surh,1
surile,1
surjani,4
surkh,2
suron,1
suroor,3
surprise,3
surprised,1
surr,1
surrah,1
surriya,1
surrogate,1
surron,1
surto,1
surunjaam,1
survey,1
susar,1
sushmita,1
suspend,1
suspense,1
susraal,1
susral,1
sust,14
susti,4
susu,1
sut,2
sutan,1
sutho,1
suthra,1
sutrein,1
sutte,1
sutty,3
suun,1
suzanne,1
suzuki,1
swaangh,1
swab,2
swabi,3
swaby,1
swaiay,1
swal,2
swalnama,1
swami,1
swar,1
swari,1
swat,2
swazi,1
swear,1
sweat,1
sweater,2
sweatpants,1
sweatshirts,1
swedish,2
sweeney,1
sweet,12
sweeter,1
sweetie,1
sweety,1
swery,1
swet,1
swing,2
swinger,1
switch,1
switches,1
switzerland,4
sword,1
swords,2
swt,1
sy,399
syany,1
syasat,1
syasatdano,1
syasi,2
syaya,1
sybachay,1
syed,35
syeda,1
syllabus,3
sylvester,18
symbol,4
sympathy,1
syr,1
syria,2
system,10
systems,1
syyyh,1
sza,1
t,73
t.v,3
t.y,2
ta,111
ta.lit,1
taa,12
taaa,1
taab,3
taadaad,1
taadad,1
taadiq,1
taainaat,1
taaj,1
taajir,2
taajjub,2
taak,2
taakay,4
taake,2
taakra,1
taala,2
taalbat,1
taaleem,1
taall,1
taaluq,1
taamer,2
taan,5
taang,1
taanga,1
taaqat,1
taaqatwar,2
taareef,1
taari,4
taarifein,1
taarikh,1
taarikhi,1
taarte,1
taasub,4
taattul,3
taawun,2
taayun,1
taaza,3
taazgee,1
taazgi,1
taazi,1
tab,42
taba,9
tabaa,1
tabaat,1
tabadley,1
tabah,33
tabaha,2
tabahee,1
tabahi,16
tabahkun,3
tabai,2
tabar,2
tabarakallah,2
tabassum,1
tabba,2
tabbah,2
tabbi,1
tabdeel,10
tabdeeli,8
tabdeelian,1
tabdel,1
tabdeli,3
tabdil,3
tabdili,2
tabeeh,1
tabeen,1
tabeer,2
tabha,2
tabhe,1
tabhee,1
tabhi,5
tabi,5
tabia,1
tabie,1
tabir,1
tabish.or,1
tabiyat,4
table,2
tableeg,1
tableeghi,1
tableghi,2
tablet,1
tabnak,1
tabqa,1
tabqat,1
tabqay,1
tabqe,1
tabqey,1
tabqon,1
tabqoon,1
tabraiz,2
tabrez,2
tabrlay,1
tabsara,1
tabsare,1
tabsarey,1
tabseray,1
taby,1
tabyat,1
tabyian,1
tachna,1
tadaad,5
tadabeer,1
tadad,43
tadam,1
tadat,1
tadbar,1
tadbeer,3
taddad,1
tade,1
tadeebi,1
tadfeen,5
tadrak,1
tadreej,1
tadrees,3
tadres,1
tadris,2
tadwene,1
tadyr,1
taed,1
taenat,1
taenati,1
taezi,1
tafarrukat,1
tafeeq,1
taffanun,1
tafhim,1
tafreeh,4
tafreehan,1
tafrehan,1
tafri,1
tafseel,7
tafseelaat,1
tafseelat,1
tafseer,1
tafsil,1
tafsilaat,1
tafsilat,1
tafsili,1
tafsli,1
tag,104
tage,1
tagged,2
tagging,1
taghaiyour,1
tagi,1
tago,1
tagore,2
tagra,1
tagri,1
tah,3
taha,3
tahaal,6
tahaf,1
tahafaz,1
tahaffuz,5
tahaffuzat,1
tahafoz,1
tahafuz,6
tahai,2
tahaji,3
tahajjud,2
tahajud,2
tahal,2
tahalka,2
taham,9
tahareek,2
tahat,1
tahayat,1
tahazeeb,1
tahband,1
tahe,1
taheek,1
tahein,1
tahereer,1
tahfuz,1
tahhaamul,1
tahir,8
tahira,1
tahirmehmood,1
tahleel,2
tahna,1
tahqeeqat,1
tahqiq,1
tahqiqat,1
tahreef,1
tahreek,11
tahreer,1
tahrek,4
tahryk,1
tahsen,1
tahsreef,1
tahum,54
tahweel,1
tahy,1
tahzeb,1
tai,2
taihat,1
tail,8
tailenders,1
tailing,1
tailor,1
taim,1
taiming,1
taimoor,1
tainat,2
taiq,2
tair,1
tairana,1
tairay,4
tairi,1
tairy,2
taish,1
taisi,1
tait,1
taiwan,1
taiya,1
taiyar,9
taiyari,2
taiyariyan,2
taiyariyon,2
taiyd,2
taiynaat,1
taiyon,1
taiz,23
taizi,12
taj,8
tajarba,3
tajasus,1
tajaveez,1
tajawaz,7
tajaweez,1
tajawizat,1
tajdeed,1
tajdid,1
tajerbaat,1
tajir,10
tajiran,1
tajiron,2
tajrad,1
tajrba,1
tajrubakar,1
tajseem,1
tajub,1
tajurba,13
tajurbaat,1
tajurbah,1
tajurbakaar,1
tajurbakar,2
tajurbat,4
tajurbay,1
tajurbe,7
tajurby,1
tajveez,3
tajweej,2
tajweez,2
tajwiz,4
tajzeye,1
tak,491
takaleef,1
takallufana,1
takallum,2
takar,1
takat,1
takawat,1
takay,8
takbbur,1
takbeer,2
takdeer,2
take,22
taked,1
takeed,1
takeelf,1
takeh,1
taken,1
taker,1
takey,1
takhatub,1
takhe,1
takheer,8
takhfeef,1
takhfife,1
takhir,1
takhleeq,2
takhleeqi,4
takhleeqkar,1
takhlikat,1
takhliq,7
takhliqaat,1
takhliqat,1
takhliqi,4
takhlus,1
takhmina,3
takhreeb,1
takhribi,1
takhsis,2
takht,5
takhta,4
takhtadar,1
takhuwa,1
takia,1
taking,2
takiya,1
takk,2
takkar,3
takkiya,1
takleef,13
taklef,3
takleifein,1
taklif,3
takmeel,6
takmeeli,1
takmil,1
takra,7
takraar,1
takrain,1
takrana,2
takrao,1
takrar,1
takrate,1
takray,1
takraye,1
takreban,1
takreeban,2
takreem,2
takriban,1
takrir,1
taky,2
tal,3
tala,9
talaafi,1
talaaq,1
talaash,3
talab,11
talabi,1
talafi,3
talafuz,1
talah,1
talak,2
talakon,1
talaq,7
talash,9
talashi,1
talat,1
talatum,1
talay,1
talb,4
talba,10
talbaat,1
talbah,1
talban,6
talbat,2
talbgar,1
talboot,1
tale,1
talebat,1
taleef,1
taleem,121
taleemi,9
talem,2
talemi,1
talent,12
talented,2
taley,4
taleyannnnnnnn,1
talh,1
talha,4
tali,1
talia,1
taliaan,1
talib,20
taliba,1
taliban,6
talibat,1
talifat,1
talii,1
talim,1
talimaat,1
talimat,1
talimi,2
taliqat,1
taliya,1
taliyan,1
taliyon,1
talk,2
talkeen,1
talkh,1
talkhi,3
talking,2
talkshow,1
talky,1
tall,1
talla,2
tallafuz,1
tallah,2
tallha,1
tallib,1
talliyaan,1
talluq,28
talluqaat,3
talluqat,6
talluqi,2
talqeen,1
talub,1
taluq,34
taluqat,9
taly,1
tam,1
tama,3
tamaam,7
tamacha,1
tamaknat,1
tamam,125
taman,1
tamana,4
tamanna,2
tamannaon,1
tamasha,7
tamashai,2
tamashaiyon,3
tamashayon,1
tamashe,1
tambaco,1
tambakoo,1
tameer,18
tameeri,1
tameez,4
tamer,5
tamga,1
tamgha,5
tamghe,1
tamil,5
tamim,2
tamirati,2
tamkeen,1
tamma,1
tammam,1
tan,4
tana,1
tanao,1
tanasub,3
tanawal,1
tanawar,1
tanaza,7
tanazaat,1
tanazat,1
tanazay,1
tanazeaat,2
tanazey,2
tanaziyat,1
tanazoli,1
tanazur,3
tanazy,1
tanbee,1
tanbeeh,1
tandi,1
tandoor,1
tandrust,1
tandrusti,5
tandurusti,2
tang,18
tangein,2
tangen,1
tangi,1
tangien,2
tango,1
tanha,11
tanhai,4
tanhaiyo,1
tanhaye,1
tani,2
taniya,1
tank,8
tankeed,2
tanker,1
tankha,1
tankhain,1
tankhawa,1
tankhuwa,1
tankhuwaen,1
tankhwaian,1
tankon,1
tann,1
tano,1
tanoli,1
tanoor,1
tanqed,4
tanqeed,26
tanqid,1
tanseebat,1
tansibat,1
tant,1
tanveer,1
tanveerramzan,1
tanvi,1
tanz,7
tanzeem,23
tanzeemo,3
tanzeemon,1
tanzem,4
tanzemein,1
tanzemon,1
tanzia,1
tanzieem,1
tanziya,2
tao,1
taoon,1
taot,1
tap,1
tapak,2
tapal,1
tape,4
tapi,1
tapish,2
tapne,2
taporio,1
tapos,1
tappi,1
taq,11
taqarariyon,1
taqareeb,1
taqareer,4
taqarer,1
taqarir,2
taqarur,1
taqaruri,1
taqaruriyan,1
taqaruriyon,1
taqat,13
taqaton,1
taqatown,1
taqatwar,4
taqazon,1
taqdeer,18
taqet,1
taqi,2
taqleed,1
taqleefh,1
taqlif,2
taqqabur,6
taqqub,1
taqreb,3
taqreban,15
taqreeb,10
taqreeban,6
taqreer,7
taqreerein,1
taqrer,1
taqreron,1
taqrib,2
taqribaat,1
taqriban,6
taqrir,3
taqriri,1
taqriron,1
taqseem,20
taqsem,1
taqsim,1
taqsimkar,1
taqub,4
taqwa,2
taqwiyat,3
tar,35
tara,22
taraaaakkiii,1
taraaf,1
tarab,1
tarablis,1
taradud,1
taraf,192
tarah,135
tarahan,1
tarai,1
tarajum,6
tarak,2
tarakai,1
tarakeeb,1
taraki,7
taramim,1
tarana,2
tarane,6
tarang,1
tarangzai,1
tarannum,3
taranum,2
tarap,3
tarapna,1
tarapty,1
taraqee,1
taraqi,31
taraqqi,18
tarar,16
taras,2
tarash,1
tarashi,1
taraveh,1
taray,1
tarbiat,5
tarbiyat,23
tarbiyati,2
tardeed,11
tare,3
tareeen,1
tareef,21
tareefain,1
tareefe,1
tareefein,1
tareek,2
tareeka,1
tareekh,40
tareekhi,6
tareeki,1
tareen,85
tareeq,1
tareeqa,1
tareeqay,11
tareeqon,1
tareeqy,2
taref,5
tareh,1
tarek,1
tareka,2
tarekh,6
tarekhi,1
tareki,1
tareky,1
tareqa,1
tareqee,1
tarerqa,1
tarf,17
tarfa,4
tarfdaari,1
target,16
targeted,1
targheeben,1
tarh,6
tarha,54
tarhaa,1
tarhaan,1
tarhan,14
tarhi,1
tari,5
tarif,2
tariff,2
tarifon,2
tarika,7
tarike,1
tarikeen,1
tarikh,21
tarikhi,3
tarikhon,1
tariki,1
tarikon,1
tarin,2
tariq,22
tariqa,5
tariqe,4
tariqey,2
tariqi,1
tarjeeh,9
tarjeehat,1
tarjeh,1
tarjehe,1
tarji,1
tarjih,2
tarjuma,6
tarjumaa,1
tarjumaani,1
tarjuman,10
tarjumani,1
tarjumey,1
tark,9
tarka,1
tarkeeb,1
tarkian,1
tarmeem,3
tarmem,1
tarmim,2
tarny,1
tarqay,1
tarqi,3
tarqiati,1
tarraqi,3
tarrefain,2
tarruf,2
tars,5
tarsawa,1
tarse,1
tarsey,1
tartan,6
tarteb,6
tarteeb,7
tartib,2
taru,1
taruf,1
tarufi,1
tarukha,1
tarwed,1
tarwij,2
tarykhi,1
tarz,16
tasadam,1
tasadeeqi,1
tasadum,4
tasali,2
tasalii,5
tasalli,2
tasalsul,2
tasalut,1
tasaneef,4
tasanif,1
tasasul,2
tasauar,1
tasaub,1
tasaveer,1
tasavir,1
tasawar,3
tasaweer,2
tasawir,1
tasawor,5
tasawurat,1
tasawurrat,1
tasawwuf,1
tasawwur,5
tasbat,2
tasbee,3
tasbeeh,17
tasbeehat,1
tasbeh,1
tasbhe,1
tasbhee,3
tasbhi,2
tasbi,4
tasbih,6
tasbiy,1
tasdeeq,3
taseer,3
tasfiya,1
tashaddud,4
tashadud,30
tashadut,1
tashddud,1
tashdud,4
tasheeh,1
tasheer,2
tashheer,1
tashher,1
tashhiri,1
tashkeel,3
tashkeeli,1
tashkhees,2
tashkhus,1
tashkil,5
tashma,1
tashna,1
tashreef,13
